umur,jenis_kelamin,pekerjaan,provinsi,gaji,is_menikah,is_keturunan,berat,tinggi,sampo,is_merokok,pendidikan,botak_prob
53,Laki-laki,Pegawai swasta,Kupang,10729995.27,0,0,55.23046399,160.7368746,Deadbuoy,1,SMA,0.456979517
42,Laki-laki,PNS,Palembang,9391716.316,0,0,59.64893014,157.898885,Merpati,1,S1,0.443944632
25,Laki-laki,PNS,Makassar,6252976.46,0,1,48.83538254,151.5396367,Merpati,1,S1,0.695383852
40,Perempuan,PNS,Manokwari,10600975.17,0,1,55.50047372,155.2770221,Moonsilk,1,SMA,0.685638306
32,Laki-laki,Freelance,Banda Lampung,12346884.62,0,1,54.99211256,162.9584332,Moonsilk,0,S1,0.455536636
60,Laki-laki,PNS,Banda Lampung,12025446,1,0,55.63182344,150.1899696,Merpati,1,S1,0.730346578
36,Perempuan,Freelance,Pontianak,10362593.46,0,0,48.95632903,156.2836021,Pantone,1,SMA,0.12046878
31,Laki-laki,Pegawai swasta,Banjarmasin,7097397.4,0,0,59.00104672,160.6757209,Merpati,1,SMA,0.296073928
40,Perempuan,PNS,Tanjungselor,4742889.455,0,1,63.90908004,168.9920619,Deadbuoy,1,S1,0.549544226
29,Laki-laki,PNS,Kendari,5155188.395,0,0,60.54412013,157.2733293,Pantone,1,SMA,0.375285985
47,Laki-laki,PNS,Makassar,4204871.539,0,0,51.61094489,156.7837974,Moonsilk,1,S1,0.601227429
45,Laki-laki,Freelance,Semarang,21649287,0,1,59.90790844,169.3585962,Deadbuoy,1,S1,0.68771122
23,Laki-laki,Freelance,Makassar,9871819.066,0,0,46.62195216,162.2687381,Merpati,0,S1,0.12732345
49,Laki-laki,Pegawai swasta,Banjarmasin,14250165.34,0,0,50.37248892,154.4478993,Moonsilk,1,S1,0.398606558
13,Laki-laki,Pegawai swasta,Palangkaraya,8342836.116,0,0,61.81772769,165.3423544,Pantone,1,S1,0.286423018
44,Laki-laki,Pengangguran,Banjarmasin,14755888.54,0,1,49.62227693,147.4606155,Moonsilk,1,S1,1
54,Laki-laki,Pegawai swasta,Banjarmasin,5264354.754,0,1,57.25526583,162.4736644,Shoulder & Head,1,SMA,0.774614351
44,Laki-laki,Freelance,Semarang,5476243.717,0,0,54.96710562,152.3024895,Moonsilk,0,S1,0.181772242
17,Laki-laki,PNS,Banjarmasin,10325020.89,0,0,45.97666234,150.6406128,Deadbuoy,0,S1,0.226416557
55,Laki-laki,Freelance,Denpasar,9186941.917,0,0,44.90576809,152.9169992,Deadbuoy,1,SMP,0.47102671
41,Perempuan,Pegawai swasta,Pekanbaru,12062299.46,0,0,65.89430591,166.9682723,Pantone,0,SMA,0.164092925
43,Laki-laki,PNS,Samarinda,9494870.75,0,0,53.84387905,152.8535061,Pantone,1,S1,0.506875936
64,Laki-laki,Freelance,Serang,9927581.921,1,0,57.26836173,150.5749985,Merpati,0,S2,0.406761975
32,Perempuan,PNS,Samarinda,12857579.19,0,0,55.95932814,156.2315347,Merpati,0,S1,0.241891816
44,Perempuan,Freelance,Bengkulu,16086385.35,0,0,54.26518929,152.7104589,Pantone,0,S1,0.124364838
38,Laki-laki,Pegawai swasta,Makassar,9821854.231,0,0,52.86995027,163.6774997,Shoulder & Head,0,SMA,0.200224386
32,Laki-laki,PNS,Gorontalo,4296885.475,0,0,52.60402203,153.5013133,Shoulder & Head,1,SMA,0.438134263
48,Laki-laki,Pegawai swasta,Palu,11404386.66,0,0,52.7444918,160.506231,Pantone,1,SMA,0.438537195
24,Laki-laki,Pengangguran,Jayapura,2490940.758,0,1,72.29985233,161.9635823,Pantone,1,S1,0.977201882
39,Laki-laki,Pegawai swasta,Bengkulu,7899702.413,0,1,52.93163169,153.3631623,Deadbuoy,1,S1,0.655885694
47,Laki-laki,Pegawai swasta,Palembang,4189400.358,0,0,44.14633718,152.7705801,Shoulder & Head,1,SMA,0.360777599
39,Laki-laki,Pegawai swasta,Banda Aceh,5776966.87,0,0,56.26451677,165.2287998,Shoulder & Head,1,S1,0.370002965
39,Laki-laki,Pegawai swasta,Tanjung Pinang,8462307.476,0,0,60.34683081,154.6678784,Deadbuoy,0,S1,0.263526691
32,Laki-laki,PNS,Banda Aceh,14093597.22,0,0,50.02533467,159.0823772,Merpati,0,S1,0.307251362
54,Perempuan,PNS,Tanjung Pinang,4648944.229,0,1,49.30920317,157.285437,Moonsilk,0,S1,0.735838276
40,Laki-laki,PNS,Kupang,7009850.783,0,0,53.48881688,152.4599309,Moonsilk,1,SMA,0.458907268
52,Laki-laki,PNS,Surabaya,9619453.627,0,0,48.13748821,160.994053,Pantone,1,S2,0.668926017
26,Laki-laki,Freelance,Jambi,10019779.02,0,0,53.12581369,151.0871978,Moonsilk,1,S1,0.240730358
35,Perempuan,Pengangguran,Pekanbaru,6655532.569,0,0,50.48879952,154.7235193,Shoulder & Head,0,S1,0.472487879
35,Laki-laki,Pegawai swasta,Denpasar,22821227.42,0,1,50.28488133,151.5258057,Pantone,0,S1,0.542701322
52,Perempuan,PNS,Yogyakarta,2643008.638,0,1,54.9832719,157.7134173,Pantone,1,S2,0.791446806
49,Laki-laki,Pegawai swasta,Banda Lampung,11837433.63,0,0,86.08867106,176.5617761,Merpati,0,SMA,0.363479647
33,Laki-laki,Pegawai swasta,Denpasar,11436780.28,0,0,59.74099383,163.0821963,Moonsilk,0,S1,0.151583116
34,Laki-laki,Freelance,Medan,11083207.87,0,0,59.90602768,155.3151605,Deadbuoy,0,SD,0.115335745
34,Perempuan,Freelance,Gorontalo,4146456.559,0,0,63.58462518,160.3143647,Shoulder & Head,0,S1,0.115684987
46,Perempuan,Freelance,Gorontalo,16276231.34,0,0,50.93451822,148.3182528,Merpati,1,SD,0.299582665
58,Laki-laki,Pegawai swasta,Kupang,8994280.07,0,0,43.59466606,154.8721123,Pantone,1,SMA,0.54580965
33,Perempuan,PNS,Pekanbaru,3854426.54,0,0,56.32358934,160.3853734,Moonsilk,0,S1,0.14597237
36,Laki-laki,PNS,Banda Lampung,4542727.839,0,0,64.9472542,156.4099483,Moonsilk,0,SD,0.44562962
39,Perempuan,PNS,Pontianak,10991883.06,0,0,86.84828301,163.3145743,Moonsilk,1,S1,0.323407767
32,Perempuan,Pegawai swasta,Manokwari,6332865.069,0,0,63.26542732,164.2479641,Moonsilk,1,SMA,0.154538472
27,Laki-laki,PNS,Sofifi,13647643.31,0,0,72.77262222,166.2794914,Moonsilk,1,SMA,0.499332422
54,Laki-laki,Pegawai swasta,Banjarmasin,6403990.641,0,0,47.23132998,157.6061628,Deadbuoy,1,S1,0.56192386
29,Laki-laki,PNS,Samarinda,8982049.603,0,0,44.94316654,150.1068596,Moonsilk,0,S1,0.335161151
49,Perempuan,Freelance,Padang,10665070.9,0,0,56.08740893,158.6827524,Merpati,0,SMA,0.029815666
44,Laki-laki,PNS,Jambi,8681616.314,0,1,49.72592224,151.5611448,Deadbuoy,1,S1,0.787440423
31,Laki-laki,Pegawai swasta,Manokwari,8282179.122,0,0,55.46340477,153.3473904,Shoulder & Head,1,S1,0.223139631
48,Perempuan,PNS,Bengkulu,6054391.687,0,0,88.75336377,171.4770662,Merpati,0,S1,0.304182003
49,Laki-laki,Pegawai swasta,Sofifi,11968612.08,0,0,54.87366414,159.7172162,Moonsilk,1,S1,0.462567571
33,Laki-laki,Pegawai swasta,Tanjungselor,15854822.06,0,0,62.97646414,157.9310199,Pantone,0,SMA,0.193058987
34,Laki-laki,Pegawai swasta,Yogyakarta,4619587.072,0,0,47.06018686,164.0656847,Moonsilk,1,SMA,0.32588678
39,Laki-laki,PNS,Jambi,10962364.17,0,1,50.15633456,159.5075735,Deadbuoy,0,S1,0.628979927
41,Laki-laki,Freelance,Samarinda,10281438.74,0,0,54.77050887,152.2099926,Deadbuoy,1,S1,0.361443187
45,Perempuan,Pegawai swasta,Ambon,18869881.41,0,0,60.78828658,158.9601881,Pantone,1,SMP,0.37455536
29,Laki-laki,Pegawai swasta,Gorontalo,7047273.399,0,0,58.85246608,153.6038514,Deadbuoy,1,SD,0.355016804
35,Perempuan,Pegawai swasta,Denpasar,16593006.71,0,0,54.1619616,160.8195293,Shoulder & Head,0,SMA,0.073201995
31,Laki-laki,Pegawai swasta,Palembang,4552563.443,0,1,86.05498579,166.8909749,Moonsilk,1,S2,0.568864273
29,Laki-laki,Freelance,Bandung,5141128.761,0,0,48.25076151,164.8411524,Moonsilk,0,S1,0.136025977
41,Laki-laki,Pegawai swasta,Semarang,2655747.659,0,0,71.0173931,164.4384089,Shoulder & Head,0,SMA,0.294480111
47,Laki-laki,PNS,Pekanbaru,5628202.554,0,0,55.90724385,151.4679861,Shoulder & Head,0,SMA,0.379425014
53,Laki-laki,Pegawai swasta,Surabaya,9716183.549,0,0,44.77861462,160.3469066,Merpati,0,S1,0.44162638
46,Laki-laki,PNS,Pekanbaru,9283393.659,0,0,77.07896552,165.7306737,Moonsilk,1,S1,0.523956059
28,Laki-laki,PNS,Tanjung Pinang,10203459.1,0,0,78.84279044,166.2613623,Shoulder & Head,1,SMA,0.377905106
35,Laki-laki,Pegawai swasta,Surabaya,4876727.315,0,1,50.78630676,151.8899411,Moonsilk,1,SMA,0.644283854
48,Laki-laki,Pegawai swasta,Bandung,9701310.67,0,0,45.53866289,151.8794373,Pantone,1,S1,0.411773048
34,Laki-laki,PNS,Gorontalo,8464054.511,0,0,56.3893557,163.602603,Shoulder & Head,0,S1,0.32775567
46,Laki-laki,Pengangguran,Gorontalo,4766564.471,0,0,60.56466655,156.747255,Pantone,0,SMP,0.569325659
45,Laki-laki,Pegawai swasta,Palu,8675797.836,0,0,54.81739115,159.6239869,Pantone,0,S2,0.313891345
27,Perempuan,Pengangguran,Manokwari,16443900.73,0,0,59.74707915,163.0908641,Deadbuoy,0,S1,0.516837693
41,Laki-laki,PNS,Mamuju,14437523.15,0,0,63.04181834,163.2960758,,1,S1,0.502163704
35,Laki-laki,PNS,Mataram,12360096.62,0,0,46.02042894,156.4201994,Deadbuoy,1,S1,0.48469845
39,Laki-laki,Pengangguran,Tanjung Pinang,12250050.22,0,0,65.69742122,157.1560106,Moonsilk,1,SD,0.703254944
52,Laki-laki,Pegawai swasta,Kendari,13108401.7,0,0,65.18115304,159.2590595,Moonsilk,1,S3,0.521262913
45,Perempuan,Pegawai swasta,Tanjungselor,22848487.95,0,0,46.39993517,164.836366,Moonsilk,1,S1,0.352912027
42,Laki-laki,Pegawai swasta,Bandung,8261078.82,0,1,111.4612232,174.591374,Moonsilk,0,SD,0.593014545
43,Laki-laki,Pegawai swasta,Ambon,6801246.379,0,0,73.27394171,161.8322172,Pantone,1,S2,0.367617878
33,Laki-laki,Pegawai swasta,Bandung,15093004.93,0,1,59.1972939,159.9636384,Moonsilk,0,S1,0.524298482
43,Laki-laki,PNS,Makassar,7743770.516,0,0,80.70199472,160.6997914,Moonsilk,0,S1,0.425078781
29,Laki-laki,PNS,Palu,5446689.928,0,0,53.88298524,163.2810647,Pantone,0,S1,0.354644429
27,Laki-laki,Pegawai swasta,Banda Lampung,21517194.58,0,0,49.72935044,152.3022275,Shoulder & Head,1,S1,0.261325429
38,Perempuan,Pegawai swasta,Banda Aceh,8126902.977,0,0,69.2373634,160.2934589,Shoulder & Head,1,S1,0.149886757
39,Laki-laki,Pegawai swasta,Pekanbaru,9170008.458,0,0,50.89670151,154.8979318,Deadbuoy,1,S1,0.368300972
24,Laki-laki,Freelance,Palangkaraya,8877209.344,0,0,51.34301851,152.1111144,Shoulder & Head,0,S1,0.088428036
44,Perempuan,Freelance,Jambi,7406750.639,0,0,76.44168447,160.1800137,Moonsilk,1,SMA,0.286205072
56,Laki-laki,Pegawai swasta,Tanjung Pinang,11238453.43,0,0,48.99383795,155.2379602,Moonsilk,0,S2,0.377757396
39,Laki-laki,Pegawai swasta,Kendari,9249185.473,0,0,49.06286001,158.214413,Pantone,1,SMA,0.309622281
42,Perempuan,PNS,Gorontalo,12989773.24,0,0,52.94413603,159.610637,Shoulder & Head,0,SMA,0.378239606
59,Laki-laki,PNS,Sofifi,3665067.944,1,0,58.31497981,159.9669142,Merpati,1,S1,0.750362265
30,Laki-laki,Pegawai swasta,Semarang,7920864.787,0,0,51.54437214,147.655001,Pantone,0,S2,0.249874661
48,Laki-laki,Pegawai swasta,Semarang,4637299.299,0,0,69.4080313,157.5482491,Deadbuoy,0,S1,0.325788462
31,Laki-laki,PNS,Tanjungselor,7711118.05,0,1,56.21563652,158.8056303,Pantone,1,S3,0.708081875
35,Laki-laki,Pegawai swasta,Bengkulu,16978972.1,0,1,80.65871858,169.9951739,Pantone,1,SMA,0.623131558
48,Laki-laki,Pegawai swasta,Serang,7908095.022,0,1,69.57682697,164.5285218,Pantone,0,S2,0.644423684
53,Laki-laki,PNS,Kupang,20473922.8,0,0,60.33629534,158.139254,Moonsilk,1,SMA,0.677728477
53,Laki-laki,Pegawai swasta,Kendari,14539468.49,0,0,55.92854753,158.2764619,Shoulder & Head,1,S1,0.530927867
40,Laki-laki,Pegawai swasta,Samarinda,6600998.413,0,0,84.68200379,166.9507619,Shoulder & Head,0,S1,0.302099447
42,Perempuan,Pegawai swasta,Jayapura,7814238.114,0,0,66.34370159,172.0475565,Merpati,1,S3,0.352357538
27,Laki-laki,PNS,Pontianak,6689561.912,0,0,53.95294922,153.3554757,Deadbuoy,0,SMP,0.299945866
57,Laki-laki,PNS,Jakarta,10063142.17,0,0,60.39777897,161.0827448,Pantone,1,S1,0.697042313
40,Laki-laki,Pegawai swasta,Jakarta,4665719.527,0,1,50.92381517,164.0391213,Deadbuoy,1,SMA,0.651776625
41,Perempuan,PNS,Sofifi,4981990.863,0,0,69.55393171,163.500045,Deadbuoy,0,S1,0.322235431
42,Laki-laki,PNS,Denpasar,8488857.156,0,0,72.19518502,165.0007005,Merpati,1,S1,0.562783516
33,Perempuan,Pegawai swasta,Banjarmasin,6594950.031,0,0,45.93414525,150.6236832,Pantone,0,S3,0.130199409
46,Perempuan,Pegawai swasta,Manado,9854021.245,0,0,50.01480149,154.7786374,Moonsilk,1,S1,0.256455784
45,Laki-laki,Pegawai swasta,Yogyakarta,11080469.29,0,0,54.37039093,164.1789976,Deadbuoy,1,SMA,0.445438475
33,Perempuan,PNS,Tanjungselor,9930964.538,0,0,54.81328998,148.3282981,Shoulder & Head,0,SMA,0.239332996
26,Perempuan,Pegawai swasta,Serang,19042106.56,0,0,53.39287818,165.6383748,Shoulder & Head,1,SMA,0.236610471
41,Laki-laki,PNS,Makassar,7167539.127,0,1,53.64975687,154.3892556,Deadbuoy,1,SMA,0.810304752
40,Laki-laki,Freelance,Mamuju,5718958.287,0,0,55.33528802,167.3244528,Merpati,1,SMA,0.16211276
31,Laki-laki,Pegawai swasta,Palangkaraya,5737373.075,0,0,54.26675031,166.9325382,Moonsilk,0,SMA,0.268990688
61,Laki-laki,Pegawai swasta,Pangkalpinang,13866778.11,1,0,72.3292394,171.2115412,Deadbuoy,1,S1,0.743945449
40,Laki-laki,PNS,Surabaya,2291738.818,0,0,52.30969825,156.0839763,Moonsilk,0,S1,0.211314586
40,Perempuan,Pegawai swasta,Mamuju,9029685.388,0,0,66.94449031,162.4757156,Merpati,1,S1,0.196439686
41,Perempuan,PNS,Bengkulu,6902928.141,0,0,44.68231702,154.9555115,Pantone,0,S2,0.232807765
42,Perempuan,PNS,Denpasar,5238962.439,0,1,62.94854414,160.0772472,Shoulder & Head,1,SMP,0.684110067
22,Perempuan,Pegawai swasta,Kupang,15045673.79,0,0,,158.6796211,Moonsilk,1,SMA,0.345743166
40,Laki-laki,Freelance,Samarinda,12788461.38,0,0,52.9693439,157.2952404,Moonsilk,0,S3,0.203779239
51,Laki-laki,Pegawai swasta,Ambon,8880192.613,0,1,66.39813705,161.605713,Deadbuoy,1,SMP,0.787987486
36,Perempuan,Freelance,Banjarmasin,7279841.139,0,0,52.09875462,159.6102177,Moonsilk,1,SMP,0.074556775
33,Laki-laki,Pegawai swasta,Surabaya,14945214.97,0,0,72.2276136,162.82256,Moonsilk,0,S1,0.247338816
39,Laki-laki,Pegawai swasta,Makassar,4149019.938,0,0,49.9626994,156.7844355,Deadbuoy,0,S1,0.207685464
48,Laki-laki,PNS,Pangkalpinang,10877734.81,0,1,47.04879993,158.5543999,Moonsilk,1,S1,0.888459251
36,Laki-laki,PNS,Pontianak,9416290.516,0,1,51.72946169,164.781948,Merpati,1,S1,0.598670111
42,Laki-laki,PNS,Denpasar,11006340.93,0,0,80.44346626,162.6080769,Deadbuoy,1,SMP,0.523619863
50,Laki-laki,Pegawai swasta,Padang,3857053.739,0,0,53.3218864,162.7530332,Pantone,1,SMA,0.405078716
53,Laki-laki,PNS,Manado,9337525.018,0,0,65.05931626,158.3774575,Shoulder & Head,1,S1,0.600828756
39,Perempuan,Pegawai swasta,Gorontalo,5156715.394,0,0,67.66782992,170.4255099,Moonsilk,1,SMA,0.198931019
25,Laki-laki,Pegawai swasta,Jambi,14832617.51,0,0,66.42973558,159.5541576,Pantone,0,S2,0.205835151
33,Perempuan,Pegawai swasta,Padang,8612113.197,0,0,72.30497491,159.8938616,Deadbuoy,0,S1,0.199683069
29,Perempuan,PNS,Semarang,4376826.89,0,0,43.68879554,151.7109313,Shoulder & Head,0,S2,0.157431814
38,Laki-laki,PNS,Bandung,6004164.923,0,0,54.6880177,153.7994305,Pantone,1,SMA,0.398737315
29,Laki-laki,Pegawai swasta,Manokwari,7236533.342,0,0,52.02092308,159.7142616,Pantone,0,SMA,0.215472442
38,Laki-laki,Pegawai swasta,Pekanbaru,6341385.095,0,0,46.45575843,150.9853708,Moonsilk,1,SMA,0.30401095
35,Laki-laki,Pegawai swasta,Jambi,10093059.55,0,1,97.87792823,180.444283,Moonsilk,0,S1,0.478021575
45,Perempuan,Pegawai swasta,Gorontalo,3552611.6,0,0,78.62192148,171.0753374,Shoulder & Head,1,SD,0.311613194
28,Perempuan,PNS,Palangkaraya,8498190.717,0,0,54.59994811,162.3259442,Pantone,0,S2,0.249163937
53,Laki-laki,PNS,Banda Lampung,5459420.239,0,0,70.15850446,157.9652929,Moonsilk,0,S2,0.463011306
38,Laki-laki,Pegawai swasta,Semarang,7132250.291,0,0,46.39856847,156.0181571,Merpati,0,S1,0.279112183
40,Laki-laki,Freelance,Pangkalpinang,10869092.48,0,,57.99698607,157.8620186,Moonsilk,0,S1,0.062142925
27,Laki-laki,Pegawai swasta,Mamuju,4316529.7,0,0,46.58232041,150.080878,Moonsilk,1,S1,0.31737959
29,Laki-laki,PNS,Banjarmasin,21036018.88,0,0,66.37623235,168.6439411,Moonsilk,0,S3,0.317033891
47,Laki-laki,Pegawai swasta,Gorontalo,14957624.2,0,0,47.16735227,148.585566,Deadbuoy,1,S2,0.381255778
38,Laki-laki,Pegawai swasta,Banda Lampung,5654317.665,0,0,54.11462995,157.0802187,Pantone,0,SMA,0.227252484
44,Laki-laki,PNS,Semarang,6568945.445,0,0,55.34485837,155.5390397,Shoulder & Head,0,SMA,0.456770898
53,Perempuan,Freelance,Banjarmasin,3638713.515,0,0,48.77310252,156.2331984,Shoulder & Head,0,S1,0.175931706
34,Perempuan,PNS,Palu,5696139.342,0,1,54.809459,152.2077402,Deadbuoy,1,S1,0.691939259
45,Perempuan,PNS,Banda Aceh,12106268.81,0,1,77.5827247,169.941342,Moonsilk,1,SMA,0.855288942
41,Laki-laki,Freelance,Jambi,6689224.005,0,0,77.41368157,160.4603231,Moonsilk,0,S1,0.151894806
53,Perempuan,PNS,Palangkaraya,10812783.1,0,0,50.28642032,151.1370313,Deadbuoy,1,SMA,0.498668247
61,Perempuan,Pegawai swasta,Manokwari,9869835.217,1,0,65.77782411,164.8655066,Deadbuoy,1,S1,0.383890336
41,Laki-laki,Pegawai swasta,Tanjungselor,20266585.01,0,0,58.52299504,154.3721394,Pantone,1,S1,0.507899036
33,Laki-laki,PNS,Surabaya,12866629.81,0,0,55.219963,152.6410593,Moonsilk,0,S1,0.376023223
33,Laki-laki,Pegawai swasta,Kupang,8693584.528,0,0,69.88823939,158.7233885,Pantone,0,SMA,0.222753228
40,Laki-laki,Pegawai swasta,Mataram,4487676.373,0,0,52.75358761,157.7607414,Deadbuoy,0,SMA,0.152556371
49,Laki-laki,PNS,Tanjungselor,15242691.97,0,1,47.75978313,154.0256094,Moonsilk,1,SMA,0.845009218
53,Laki-laki,PNS,Makassar,9635237.394,0,0,54.82330679,157.4669404,Moonsilk,0,S1,0.412839213
43,,PNS,Tanjung Pinang,12386861.5,0,0,47.00882571,154.1417006,Moonsilk,0,S2,0.302438542
36,Laki-laki,Pegawai swasta,Palu,3767692.85,0,0,50.08492764,150.2129004,Merpati,0,S1,0.262275721
43,Perempuan,PNS,Gorontalo,8932827.92,0,1,54.42470078,162.9240101,Pantone,1,SMA,0.709753396
42,Laki-laki,Pegawai swasta,Mataram,9145768.291,0,0,50.95693585,147.9690354,Shoulder & Head,0,S1,0.310064726
45,Laki-laki,Pegawai swasta,Jayapura,6943615.049,0,0,49.61541036,158.6162457,Merpati,0,S1,0.268023964
18,Laki-laki,PNS,Bandung,4525264.351,0,1,58.47131226,152.3435902,Moonsilk,1,SMA,0.720191701
48,Laki-laki,PNS,Kendari,9107765.562,0,0,56.4750811,158.142599,Shoulder & Head,1,SMP,0.466998432
45,Laki-laki,Pegawai swasta,Semarang,8205829.737,0,1,57.77534257,155.1922125,Deadbuoy,0,SMA,0.631462118
28,Perempuan,Freelance,Mataram,17625614.13,0,1,45.96389557,154.456266,Merpati,1,S1,0.342585294
42,Laki-laki,Pegawai swasta,Tanjung Pinang,5888418.937,0,1,53.01784493,154.8163241,Moonsilk,0,S3,0.589879558
45,Laki-laki,PNS,Padang,13967321.68,0,1,58.77646626,169.259034,Deadbuoy,0,SMA,0.704616478
43,Laki-laki,PNS,Palembang,5729350.967,0,0,51.98950076,152.7587199,Merpati,1,S1,0.562719916
46,Perempuan,PNS,Banda Aceh,8270496.496,0,0,73.86769024,159.7223386,Shoulder & Head,1,S3,0.393971955
48,Perempuan,Pegawai swasta,Samarinda,7318403.693,0,0,57.64722981,154.7814182,Deadbuoy,0,S1,0.348763757
48,Laki-laki,Pegawai swasta,Semarang,11450403.87,0,1,59.64381793,155.908014,Shoulder & Head,1,SMP,0.735612539
32,Laki-laki,PNS,Palembang,5490928.691,0,0,49.39703651,156.8258712,Deadbuoy,0,SMP,0.415593737
43,Laki-laki,Pegawai swasta,Denpasar,3553596.131,0,0,61.65132328,161.755484,Merpati,1,SD,0.326521432
40,Perempuan,PNS,Padang,10090538.75,0,0,56.59408468,165.5634725,Pantone,0,S1,0.26914056
44,Perempuan,PNS,Serang,5791798.462,0,0,64.40436259,157.0882791,Moonsilk,1,SMA,0.381904459
37,Laki-laki,PNS,Palangkaraya,4135261.659,0,0,53.55248953,158.5107082,Deadbuoy,1,SMP,0.449457302
42,Laki-laki,PNS,Tanjung Pinang,14509708.6,0,0,51.26901792,149.9474548,Pantone,1,S1,0.490532673
53,Perempuan,PNS,Medan,23561419.38,0,0,76.92326306,172.3022479,Shoulder & Head,0,S1,0.438265335
41,Laki-laki,PNS,Banda Lampung,5812945.535,0,1,52.98179477,153.1055165,Pantone,0,SMA,0.687973091
56,Laki-laki,Pegawai swasta,Ambon,14456727.98,0,0,50.64176185,159.7111927,Merpati,0,SMA,0.318756506
41,Laki-laki,Freelance,Samarinda,17925250.24,0,0,52.04348985,162.5185696,Deadbuoy,1,S1,0.360520425
24,Laki-laki,PNS,Serang,25505565.41,0,0,56.25685093,160.0842943,Moonsilk,1,SMA,0.594867452
37,Perempuan,Pegawai swasta,Ambon,7019725.518,0,0,64.02075027,158.7363357,Deadbuoy,1,S1,0.246843593
47,Perempuan,Freelance,Manado,14037819.54,0,0,58.7770319,153.8400335,Deadbuoy,1,S1,0.210205941
35,Laki-laki,Pegawai swasta,Surabaya,7369894.398,0,0,74.11386045,169.6824941,Pantone,0,S1,0.172765465
28,Perempuan,PNS,Mataram,3040507.168,0,0,66.65937769,162.2153962,Merpati,0,S2,0.289426783
43,Laki-laki,Freelance,Jayapura,6907950.876,0,1,60.95857694,151.4648874,Pantone,0,S2,0.412649238
39,Perempuan,PNS,Denpasar,4907565.598,0,0,49.34197343,160.8881062,Merpati,1,SMA,0.30818517
44,Laki-laki,PNS,Palu,15705994.52,0,0,49.88722446,153.8510958,Pantone,0,S1,0.462753059
22,Perempuan,PNS,Sofifi,7134972.451,0,0,51.26088155,158.9361508,Merpati,0,SMA,0.155417122
41,Perempuan,PNS,Bandung,9503179.377,0,0,58.07313507,155.5831514,Shoulder & Head,0,SMA,0.231051035
27,Perempuan,Pegawai swasta,Pekanbaru,5365225.384,0,0,47.22983016,160.0147954,Deadbuoy,0,S1,0.045835742
55,Laki-laki,Pegawai swasta,Tanjung Pinang,8790494.896,0,0,52.28526091,153.1153803,Moonsilk,1,S1,0.470562444
50,Perempuan,PNS,Jambi,10341748.54,0,0,68.74005511,157.6309247,Moonsilk,0,S1,0.350288395
21,Laki-laki,PNS,Mamuju,9717972.893,0,0,43.76827394,158.0673266,Merpati,1,S1,0.482842879
51,Perempuan,Pegawai swasta,Manado,8893355.743,0,0,83.13284814,154.7048073,Moonsilk,0,S1,0.335373382
38,Perempuan,Freelance,Banda Aceh,10744303.35,0,0,59.20513339,164.9325209,Deadbuoy,1,S1,0.060996986
25,Laki-laki,PNS,Medan,9629766.168,0,0,55.74959912,147.3292857,Moonsilk,1,S1,0.394741268
42,Perempuan,PNS,Denpasar,5604231.397,0,1,51.21232609,151.1237786,Merpati,0,S1,0.634777249
47,Laki-laki,Pegawai swasta,Bengkulu,2890328.407,0,1,51.48163716,150.6701203,Shoulder & Head,0,S1,0.644312504
31,Laki-laki,Freelance,Mataram,8036501.047,0,1,54.71035967,158.7493272,Shoulder & Head,0,S1,0.427450836
39,Laki-laki,PNS,Semarang,5936335.845,0,0,54.48192165,172.186924,Shoulder & Head,1,SMA,0.391045291
42,Laki-laki,PNS,Serang,5362850.559,0,0,48.69367742,149.8375257,Shoulder & Head,1,S1,0.50740497
42,Laki-laki,Pegawai swasta,Ambon,6512195.572,0,0,47.10086864,157.9918225,Deadbuoy,1,S1,0.410485952
43,Laki-laki,Pegawai swasta,Palu,7827532.704,0,0,47.0150152,149.1258806,Merpati,1,SMA,0.409896691
30,Laki-laki,PNS,Semarang,7142818.966,0,1,53.8673867,157.2247442,Deadbuoy,1,SMP,0.716806762
43,Perempuan,Pegawai swasta,Padang,7435770.401,0,0,51.84404204,168.0882786,Merpati,1,S1,0.377110027
54,Perempuan,PNS,Yogyakarta,31667388.01,0,0,50.83344987,155.1339952,Merpati,1,S1,0.464777197
31,Laki-laki,PNS,Padang,14631404.72,0,0,48.6487328,154.9033419,Moonsilk,1,SMA,0.489968825
38,Laki-laki,Freelance,Manado,6917120.97,0,0,54.26002894,158.4524612,Pantone,0,S1,0.030646748
45,Perempuan,Freelance,Bandung,9521180.94,0,0,54.2281601,160.8687451,Pantone,1,S1,0.246321293
36,Laki-laki,PNS,Jayapura,7384084.773,0,0,50.65343268,158.799805,Pantone,1,S1,0.310125016
47,Laki-laki,PNS,Serang,6673897.972,0,1,48.31807471,151.6239439,Pantone,1,SMA,0.813675888
34,Laki-laki,Pegawai swasta,Kupang,4226434.33,0,0,44.19530152,153.6966464,Moonsilk,0,S1,0.197937911
44,Perempuan,Pegawai swasta,Jakarta,9368941.545,0,0,49.43565525,151.8025015,Merpati,0,SMA,0.238769519
56,Laki-laki,PNS,Serang,5107771.68,0,0,78.44912582,161.9714827,Deadbuoy,1,SMP,0.634082816
41,Perempuan,Pegawai swasta,Pangkalpinang,11947069.15,0,1,48.53581927,146.4308043,Shoulder & Head,0,S1,0.519810078
